producer: 0, empty_token: 9222809089239635183, stage: 0 
producer: 1, empty_token: 9222809088939307757, stage: 0 
producer: 2, empty_token: 9222809089870759650, stage: 0 
producer: 3, empty_token: 9222809087899419378, stage: 0 
producer: 4, empty_token: 9222809087871236992, stage: 0 
producer: 5, empty_token: 9222809089716620290, stage: 0 
producer: 6, empty_token: 9222809089869282945, stage: 0 
producer: 7, empty_token: 9222809090544102356, stage: 0 
producer: 8, empty_token: 9222809089602390103, stage: 0 
producer: 9, empty_token: 9222809087650672320, stage: 0 
producer: 10, empty_token: 9222809087117711340, stage: 0 
producer: 11, empty_token: 9222809086943368455, stage: 0 
producer: 12, empty_token: 9222809089608907890, stage: 0 
producer: 13, empty_token: 9222809089268888531, stage: 0 
producer: 14, empty_token: 9222809087851764921, stage: 0 
producer: 15, empty_token: 9222809089297892515, stage: 0 
producer: 16, empty_token: 9222809091106445395, stage: 0 
producer: 17, empty_token: 9222809087461673299, stage: 0 
producer: 18, empty_token: 9222809090707902928, stage: 0 
producer: 19, empty_token: 9222809091175118162, stage: 0 
producer: 20, empty_token: 9222809089311167392, stage: 0 
producer: 21, empty_token: 9222809089095896415, stage: 0 
producer: 22, empty_token: 9222809090857154877, stage: 0 
producer: 23, empty_token: 9222809089235122122, stage: 0 
producer: 24, empty_token: 9222809087775801123, stage: 0 
producer: 25, empty_token: 9222809089295683470, stage: 0 
producer: 26, empty_token: 9222809089699087439, stage: 0 
producer: 27, empty_token: 9222809089566856118, stage: 0 
producer: 28, empty_token: 9222809088942141625, stage: 0 
producer: 29, empty_token: 9222809090595414071, stage: 0 
producer: 30, empty_token: 9222809090227129437, stage: 0 
producer: 31, empty_token: 9222809088922082280, stage: 0 
elected_producer: 0, full_token: 9223090561878074400, stage: 0 
producer: 1, full_token: 9223099357971096608, stage: 0 
producer: 2, full_token: 9223099357971096608, stage: 0 
producer: 3, full_token: 9223099357971096608, stage: 0 
producer: 4, full_token: 9223099357971096608, stage: 0 
producer: 5, full_token: 9223099357971096608, stage: 0 
producer: 6, full_token: 9223099357971096608, stage: 0 
producer: 7, full_token: 9223099357971096608, stage: 0 
producer: 8, full_token: 9223099357971096608, stage: 0 
producer: 9, full_token: 9223099357971096608, stage: 0 
producer: 10, full_token: 9223099357971096608, stage: 0 
producer: 11, full_token: 9223099357971096608, stage: 0 
producer: 12, full_token: 9223099357971096608, stage: 0 
producer: 13, full_token: 9223099357971096608, stage: 0 
producer: 14, full_token: 9223099357971096608, stage: 0 
producer: 15, full_token: 9223099357971096608, stage: 0 
producer: 16, full_token: 9223099357971096608, stage: 0 
producer: 17, full_token: 9223099357971096608, stage: 0 
producer: 18, full_token: 9223099357971096608, stage: 0 
producer: 19, full_token: 9223099357971096608, stage: 0 
producer: 20, full_token: 9223099357971096608, stage: 0 
producer: 21, full_token: 9223099357971096608, stage: 0 
producer: 22, full_token: 9223099357971096608, stage: 0 
producer: 23, full_token: 9223099357971096608, stage: 0 
producer: 24, full_token: 9223099357971096608, stage: 0 
producer: 25, full_token: 9223099357971096608, stage: 0 
producer: 26, full_token: 9223099357971096608, stage: 0 
producer: 27, full_token: 9223099357971096608, stage: 0 
producer: 28, full_token: 9223099357971096608, stage: 0 
producer: 29, full_token: 9223099357971096608, stage: 0 
producer: 30, full_token: 9223099357971096608, stage: 0 
producer: 31, full_token: 9223099357971096608, stage: 0 
producer: 0, empty_token: 9223090564216345839, stage: 1 
producer: 1, empty_token: 9223090563916018413, stage: 1 
producer: 2, empty_token: 9223090564847470306, stage: 1 
producer: 3, empty_token: 9223090562876130034, stage: 1 
producer: 4, empty_token: 9223090562847947648, stage: 1 
producer: 5, empty_token: 9223090564693330946, stage: 1 
producer: 6, empty_token: 9223090564845993601, stage: 1 
producer: 7, empty_token: 9223090565520813012, stage: 1 
producer: 8, empty_token: 9223090564579100759, stage: 1 
producer: 9, empty_token: 9223090562627382976, stage: 1 
producer: 10, empty_token: 9223090562094421996, stage: 1 
producer: 11, empty_token: 9223090561920079111, stage: 1 
producer: 12, empty_token: 9223090564585618546, stage: 1 
producer: 13, empty_token: 9223090564245599187, stage: 1 
producer: 14, empty_token: 9223090562828475577, stage: 1 
producer: 15, empty_token: 9223090564274603171, stage: 1 
producer: 16, empty_token: 9223090566083156051, stage: 1 
producer: 17, empty_token: 9223090562438383955, stage: 1 
